Symbol,Signal,Type,EntryTime,Macro,Phase,PnL_USD,ExitReason
BTCUSDT,RangeBreakoutShort,SHORT,2025-07-01T19:00:00.000Z,FLAT,TRAIN,-1.87,STOP
BTCUSDT,RangeBreakoutLong,LONG,2025-07-02T08:00:00.000Z,FLAT,TRAIN,3.34,TP1
BTCUSDT,RangeBreakoutLong,LONG,2025-07-09T19:00:00.000Z,FLAT,TRAIN,5.46,TP1
BTCUSDT,RsiReversionShort,SHORT,2025-07-11T10:00:00.000Z,FLAT,TRAIN,-1.11,STOP
BTCUSDT,RsiReversionShort,SHORT,2025-07-13T15:00:00.000Z,FLAT,TRAIN,-0.97,STOP
BTCUSDT,RangeBreakoutLong,LONG,2025-07-14T02:00:00.000Z,FLAT,TRAIN,2.35,TP1
BTCUSDT,RsiReversionShort,SHORT,2025-07-14T08:00:00.000Z,FLAT,TRAIN,1.37,TP1
BTCUSDT,RangeBreakoutShort,SHORT,2025-07-15T01:00:00.000Z,FLAT,TRAIN,-1.88,STOP
BTCUSDT,RangeBreakoutLong,LONG,2025-07-17T21:00:00.000Z,FLAT,TRAIN,-1.79,STOP
BTCUSDT,RangeBreakoutLong,LONG,2025-07-21T06:00:00.000Z,FLAT,TRAIN,-2.14,STOP
BTCUSDT,RangeBreakoutLong,LONG,2025-07-22T18:00:00.000Z,FLAT,TRAIN,-1.98,STOP
BTCUSDT,RangeBreakoutShort,SHORT,2025-07-25T02:00:00.000Z,FLAT,TRAIN,-2.23,STOP
BTCUSDT,RangeBreakoutLong,LONG,2025-07-27T16:00:00.000Z,FLAT,TRAIN,-1.25,STOP
BTCUSDT,RangeBreakoutShort,SHORT,2025-07-28T17:00:00.000Z,FLAT,TRAIN,2.43,TP1
BTCUSDT,RsiReversionLong,LONG,2025-08-01T02:00:00.000Z,FLAT,TRAIN,-1.49,STOP
BTCUSDT,RsiReversionLong,LONG,2025-08-01T09:00:00.000Z,FLAT,TRAIN,-1.07,STOP
BTCUSDT,RangeBreakoutShort,SHORT,2025-08-01T18:00:00.000Z,FLAT,TRAIN,-2.07,STOP
BTCUSDT,RangeBreakoutLong,LONG,2025-08-07T10:00:00.000Z,FLAT,TRAIN,3.44,TP1
BTCUSDT,RangeBreakoutShort,SHORT,2025-08-29T07:00:00.000Z,FLAT,TRAIN,-1.84,STOP
BTCUSDT,RangeBreakoutShort,SHORT,2025-09-04T06:00:00.000Z,FLAT,TRAIN,-1.72,STOP
BTCUSDT,RangeBreakoutLong,LONG,2025-09-05T07:00:00.000Z,FLAT,TRAIN,-1.86,STOP
BTCUSDT,RangeBreakoutLong,LONG,2025-09-08T09:00:00.000Z,FLAT,TRAIN,2.16,TP1
BTCUSDT,RangeBreakoutShort,SHORT,2025-09-19T09:00:00.000Z,FLAT,TRAIN,1.19,TP1
BTCUSDT,RangeBreakoutShort,SHORT,2025-09-22T00:00:00.000Z,FLAT,TRAIN,2.04,TP1
BTCUSDT,RangeBreakoutShort,SHORT,2025-10-10T15:00:00.000Z,FLAT,TRAIN,8.45,TP2
BTCUSDT,RangeBreakoutLong,LONG,2025-10-23T17:00:00.000Z,FLAT,TRAIN,-2.40,STOP
BTCUSDT,RangeBreakoutShort,SHORT,2025-11-03T02:00:00.000Z,FLAT,TRAIN,3.08,TP1
BTCUSDT,RangeBreakoutShort,SHORT,2025-11-12T15:00:00.000Z,FLAT,TRAIN,5.82,TP1
BTCUSDT,RsiReversionShort,SHORT,2025-11-26T19:00:00.000Z,FLAT,TRAIN,-0.90,STOP
BTCUSDT,RangeBreakoutLong,LONG,2025-11-27T01:00:00.000Z,FLAT,TRAIN,-1.95,STOP
BTCUSDT,RsiReversionLong,LONG,2025-12-01T01:00:00.000Z,FLAT,TRAIN,-0.67,STOP
BTCUSDT,RsiReversionLong,LONG,2025-12-01T05:00:00.000Z,FLAT,TRAIN,-0.85,STOP
BTCUSDT,RangeBreakoutShort,SHORT,2025-12-05T13:00:00.000Z,FLAT,TRAIN,-2.13,STOP
BTCUSDT,RangeBreakoutShort,SHORT,2025-12-11T02:00:00.000Z,FLAT,TRAIN,-3.05,STOP
BTCUSDT,RsiReversionShort,SHORT,2025-12-11T22:00:00.000Z,FLAT,TRAIN,2.78,TP1
BTCUSDT,RangeBreakoutShort,SHORT,2025-12-14T11:00:00.000Z,FLAT,TRAIN,2.10,TP1
BTCUSDT,RsiReversionLong,LONG,2025-12-15T18:00:00.000Z,FLAT,TRAIN,2.58,TP1
BTCUSDT,RangeBreakoutLong,LONG,2025-12-21T08:00:00.000Z,FLAT,TRAIN,-0.95,STOP
BTCUSDT,RangeBreakoutShort,SHORT,2025-12-21T13:00:00.000Z,FLAT,TRAIN,-1.80,STOP
BTCUSDT,RsiReversionShort,SHORT,2025-12-22T10:00:00.000Z,FLAT,TRAIN,-0.52,STOP
BTCUSDT,RangeBreakoutLong,LONG,2025-12-22T12:00:00.000Z,FLAT,TRAIN,-1.65,STOP
BTCUSDT,RangeBreakoutShort,SHORT,2025-12-23T06:00:00.000Z,FLAT,TRAIN,-1.88,STOP
BTCUSDT,RangeBreakoutLong,LONG,2025-12-26T02:00:00.000Z,FLAT,TRAIN,-2.66,STOP
BTCUSDT,RangeBreakoutLong,LONG,2025-12-29T00:00:00.000Z,FLAT,TRAIN,1.99,TP1
BTCUSDT,RsiReversionShort,SHORT,2025-12-29T05:00:00.000Z,FLAT,TRAIN,1.96,TP2
BTCUSDT,RsiReversionShort,SHORT,2025-12-29T09:00:00.000Z,FLAT,TRAIN,-2.20,STOP
BTCUSDT,RangeBreakoutLong,LONG,2026-01-02T16:00:00.000Z,FLAT,TEST,4.05,TP1
BTCUSDT,RangeBreakoutLong,LONG,2026-01-11T14:00:00.000Z,FLAT,TEST,-0.79,STOP
BTCUSDT,RangeBreakoutLong,LONG,2026-01-12T01:00:00.000Z,FLAT,TEST,2.55,TP1
BTCUSDT,RangeBreakoutLong,LONG,2026-01-13T19:00:00.000Z,FLAT,TEST,-2.66,STOP
BTCUSDT,RangeBreakoutLong,LONG,2026-02-14T08:00:00.000Z,FLAT,TEST,-1.65,STOP
BTCUSDT,RangeBreakoutShort,SHORT,2026-02-17T14:00:00.000Z,FLAT,TEST,-2.35,STOP
BTCUSDT,RangeBreakoutLong,LONG,2026-02-21T14:00:00.000Z,FLAT,TEST,-1.04,STOP
BTCUSDT,RangeBreakoutShort,SHORT,2026-02-22T13:00:00.000Z,FLAT,TEST,2.79,TP2
BTCUSDT,RsiReversionLong,LONG,2026-02-23T02:00:00.000Z,FLAT,TEST,1.79,TP1
BTCUSDT,RangeBreakoutShort,SHORT,2026-03-01T20:00:00.000Z,FLAT,TEST,-3.03,STOP
BTCUSDT,RsiReversionShort,SHORT,2026-03-02T17:00:00.000Z,FLAT,TEST,2.77,TP1
BTCUSDT,RangeBreakoutLong,LONG,2026-03-04T07:00:00.000Z,FLAT,TEST,5.65,TP1
BTCUSDT,RsiReversionShort,SHORT,2026-03-04T19:00:00.000Z,FLAT,TEST,1.50,TP1
BTCUSDT,RangeBreakoutShort,SHORT,2026-03-11T11:00:00.000Z,FLAT,TEST,-1.45,STOP
BTCUSDT,RangeBreakoutLong,LONG,2026-03-13T00:00:00.000Z,FLAT,TEST,4.53,TP1
BTCUSDT,RangeBreakoutShort,SHORT,2026-03-26T05:00:00.000Z,FLAT,TEST,3.90,TP1
BTCUSDT,RsiReversionLong,LONG,2026-03-27T11:00:00.000Z,FLAT,TEST,-1.06,STOP
BTCUSDT,RangeBreakoutShort,SHORT,2026-04-02T01:00:00.000Z,FLAT,TEST,-2.08,STOP
BTCUSDT,RangeBreakoutLong,LONG,2026-04-05T23:00:00.000Z,FLAT,TEST,4.81,TP1
BTCUSDT,RangeBreakoutLong,LONG,2026-04-20T17:00:00.000Z,FLAT,TEST,3.07,TP1
BTCUSDT,RangeBreakoutLong,LONG,2026-04-22T13:00:00.000Z,FLAT,TEST,-1.37,STOP
BTCUSDT,RangeBreakoutLong,LONG,2026-04-26T05:00:00.000Z,FLAT,TEST,-1.10,STOP
BTCUSDT,RangeBreakoutShort,SHORT,2026-04-27T15:00:00.000Z,FLAT,TEST,-2.07,STOP
BTCUSDT,RangeBreakoutLong,LONG,2026-05-01T13:00:00.000Z,FLAT,TEST,4.09,TP1
BTCUSDT,RangeBreakoutShort,SHORT,2026-05-26T17:00:00.000Z,FLAT,TEST,5.34,TP1
BTCUSDT,RangeBreakoutLong,LONG,2026-06-13T21:00:00.000Z,FLAT,TEST,-1.11,STOP
BTCUSDT,RangeBreakoutShort,SHORT,2026-06-14T17:00:00.000Z,FLAT,TEST,-1.52,STOP
BTCUSDT,RangeBreakoutLong,LONG,2026-06-14T21:00:00.000Z,FLAT,TEST,-2.58,STOP
BTCUSDT,RsiReversionLong,LONG,2026-06-18T16:00:00.000Z,FLAT,TEST,1.55,TP1
BTCUSDT,RangeBreakoutShort,SHORT,2026-06-21T23:00:00.000Z,FLAT,TEST,-1.75,STOP
BTCUSDT,RangeBreakoutLong,LONG,2026-06-22T12:00:00.000Z,FLAT,TEST,-1.97,STOP
BTCUSDT,RangeBreakoutShort,SHORT,2026-06-23T04:00:00.000Z,FLAT,TEST,2.09,TP1
BTCUSDT,RangeBreakoutShort,SHORT,2026-06-23T08:00:00.000Z,FLAT,TEST,5.50,TP1
ETHUSDT,RangeBreakoutLong,LONG,2025-07-02T14:00:00.000Z,FLAT,TRAIN,3.01,TP1
ETHUSDT,RsiReversionShort,SHORT,2025-07-02T20:00:00.000Z,FLAT,TRAIN,-1.05,STOP
ETHUSDT,RsiReversionShort,SHORT,2025-07-02T22:00:00.000Z,FLAT,TRAIN,-1.28,STOP
ETHUSDT,RangeBreakoutLong,LONG,2025-07-03T13:00:00.000Z,FLAT,TRAIN,-2.37,STOP
ETHUSDT,RangeBreakoutShort,SHORT,2025-07-04T06:00:00.000Z,FLAT,TRAIN,-1.91,STOP
ETHUSDT,RangeBreakoutLong,LONG,2025-07-08T17:00:00.000Z,FLAT,TRAIN,4.28,TP1
ETHUSDT,RsiReversionShort,SHORT,2025-07-09T20:00:00.000Z,FLAT,TRAIN,-2.34,STOP
ETHUSDT,RsiReversionShort,SHORT,2025-07-10T07:00:00.000Z,FLAT,TRAIN,-1.47,STOP
ETHUSDT,RangeBreakoutLong,LONG,2025-07-10T17:00:00.000Z,FLAT,TRAIN,4.78,TP1
ETHUSDT,RsiReversionShort,SHORT,2025-07-10T23:00:00.000Z,FLAT,TRAIN,-1.27,STOP
ETHUSDT,RangeBreakoutLong,LONG,2025-07-11T05:00:00.000Z,FLAT,TRAIN,-3.06,STOP
ETHUSDT,RangeBreakoutLong,LONG,2025-07-13T12:00:00.000Z,FLAT,TRAIN,2.74,TP1
ETHUSDT,RangeBreakoutLong,LONG,2025-07-16T06:00:00.000Z,FLAT,TRAIN,3.89,TP1
ETHUSDT,RsiReversionShort,SHORT,2025-07-16T20:00:00.000Z,FLAT,TRAIN,-1.63,STOP
ETHUSDT,RsiReversionShort,SHORT,2025-07-17T10:00:00.000Z,FLAT,TRAIN,1.57,TP1
ETHUSDT,RsiReversionShort,SHORT,2025-07-18T02:00:00.000Z,FLAT,TRAIN,-1.05,STOP
ETHUSDT,RsiReversionShort,SHORT,2025-07-18T06:00:00.000Z,FLAT,TRAIN,1.57,TP1
ETHUSDT,RangeBreakoutLong,LONG,2025-07-20T03:00:00.000Z,FLAT,TRAIN,-2.68,STOP
ETHUSDT,RangeBreakoutLong,LONG,2025-07-27T10:00:00.000Z,FLAT,TRAIN,-1.89,STOP
ETHUSDT,RangeBreakoutLong,LONG,2025-07-31T02:00:00.000Z,FLAT,TRAIN,-3.13,STOP
ETHUSDT,RangeBreakoutShort,SHORT,2025-07-31T23:00:00.000Z,FLAT,TRAIN,4.64,TP1
ETHUSDT,RsiReversionLong,LONG,2025-08-01T20:00:00.000Z,FLAT,TRAIN,-1.72,STOP
ETHUSDT,RsiReversionLong,LONG,2025-08-01T23:00:00.000Z,FLAT,TRAIN,-1.88,STOP
ETHUSDT,RangeBreakoutLong,LONG,2025-08-07T08:00:00.000Z,FLAT,TRAIN,3.80,TP1
ETHUSDT,RangeBreakoutShort,SHORT,2025-08-21T16:00:00.000Z,FLAT,TRAIN,-2.62,STOP
ETHUSDT,RsiReversionShort,SHORT,2025-08-22T18:00:00.000Z,FLAT,TRAIN,-1.57,STOP
ETHUSDT,RangeBreakoutShort,SHORT,2025-08-29T07:00:00.000Z,FLAT,TRAIN,-2.89,STOP
ETHUSDT,RangeBreakoutShort,SHORT,2025-09-19T14:00:00.000Z,FLAT,TRAIN,3.28,TP2
ETHUSDT,RsiReversionLong,LONG,2025-10-21T05:00:00.000Z,FLAT,TRAIN,2.33,TP2
ETHUSDT,RsiReversionShort,SHORT,2025-10-24T05:00:00.000Z,FLAT,TRAIN,-0.77,STOP
ETHUSDT,RangeBreakoutLong,LONG,2025-10-26T09:00:00.000Z,FLAT,TRAIN,2.90,TP1
ETHUSDT,RangeBreakoutShort,SHORT,2025-11-11T20:00:00.000Z,FLAT,TRAIN,-2.75,STOP
ETHUSDT,RsiReversionLong,LONG,2025-11-13T21:00:00.000Z,FLAT,TRAIN,1.86,TP1
ETHUSDT,RsiReversionLong,LONG,2025-11-14T01:00:00.000Z,FLAT,TRAIN,-1.02,STOP
ETHUSDT,RsiReversionLong,LONG,2025-11-14T05:00:00.000Z,FLAT,TRAIN,-2.90,STOP
ETHUSDT,RangeBreakoutLong,LONG,2025-11-27T01:00:00.000Z,FLAT,TRAIN,-1.75,STOP
ETHUSDT,RangeBreakoutLong,LONG,2025-11-30T12:00:00.000Z,FLAT,TRAIN,-1.22,STOP
ETHUSDT,RsiReversionLong,LONG,2025-12-01T01:00:00.000Z,FLAT,TRAIN,-1.07,STOP
ETHUSDT,RangeBreakoutLong,LONG,2025-12-08T09:00:00.000Z,FLAT,TRAIN,-1.77,STOP
ETHUSDT,RsiReversionShort,SHORT,2025-12-09T19:00:00.000Z,FLAT,TRAIN,-1.23,STOP
ETHUSDT,RsiReversionLong,LONG,2025-12-15T18:00:00.000Z,FLAT,TRAIN,-1.76,STOP
ETHUSDT,RangeBreakoutLong,LONG,2025-12-29T00:00:00.000Z,FLAT,TRAIN,-1.56,STOP
ETHUSDT,RangeBreakoutLong,LONG,2026-01-11T12:00:00.000Z,FLAT,TEST,1.50,TP1
ETHUSDT,RangeBreakoutLong,LONG,2026-01-13T15:00:00.000Z,FLAT,TEST,5.03,TP2
ETHUSDT,RsiReversionShort,SHORT,2026-01-13T23:00:00.000Z,FLAT,TEST,-1.57,STOP
ETHUSDT,RangeBreakoutLong,LONG,2026-01-17T15:00:00.000Z,FLAT,TEST,-1.35,STOP
ETHUSDT,RangeBreakoutShort,SHORT,2026-01-18T23:00:00.000Z,FLAT,TEST,4.90,TP1
ETHUSDT,RangeBreakoutShort,SHORT,2026-01-29T14:00:00.000Z,FLAT,TEST,5.19,TP1
ETHUSDT,RsiReversionShort,SHORT,2026-02-13T17:00:00.000Z,FLAT,TEST,-1.06,STOP
ETHUSDT,RangeBreakoutLong,LONG,2026-02-14T08:00:00.000Z,FLAT,TEST,-1.80,STOP
ETHUSDT,RangeBreakoutLong,LONG,2026-02-18T07:00:00.000Z,FLAT,TEST,-2.14,STOP
ETHUSDT,RsiReversionLong,LONG,2026-02-19T14:00:00.000Z,FLAT,TEST,-1.61,STOP
ETHUSDT,RsiReversionShort,SHORT,2026-03-02T17:00:00.000Z,FLAT,TEST,4.76,TP1
ETHUSDT,RsiReversionShort,SHORT,2026-03-04T10:00:00.000Z,FLAT,TEST,-1.33,STOP
ETHUSDT,RsiReversionShort,SHORT,2026-03-04T16:00:00.000Z,FLAT,TEST,-1.42,STOP
ETHUSDT,RsiReversionShort,SHORT,2026-03-04T20:00:00.000Z,FLAT,TEST,4.53,TP1
ETHUSDT,RangeBreakoutShort,SHORT,2026-03-06T13:00:00.000Z,FLAT,TEST,-3.16,STOP
ETHUSDT,RsiReversionShort,SHORT,2026-03-13T02:00:00.000Z,FLAT,TEST,-1.49,STOP
ETHUSDT,RangeBreakoutShort,SHORT,2026-03-26T05:00:00.000Z,FLAT,TEST,4.72,TP1
ETHUSDT,RangeBreakoutLong,LONG,2026-04-04T19:00:00.000Z,FLAT,TEST,-1.21,STOP
ETHUSDT,RangeBreakoutShort,SHORT,2026-04-05T06:00:00.000Z,FLAT,TEST,-1.41,STOP
ETHUSDT,RangeBreakoutLong,LONG,2026-04-05T22:00:00.000Z,FLAT,TEST,3.44,TP1
ETHUSDT,RangeBreakoutLong,LONG,2026-04-06T09:00:00.000Z,FLAT,TEST,-1.63,STOP
ETHUSDT,RangeBreakoutShort,SHORT,2026-04-19T17:00:00.000Z,FLAT,TEST,-2.45,STOP
ETHUSDT,RangeBreakoutLong,LONG,2026-04-22T02:00:00.000Z,FLAT,TEST,-2.93,STOP
ETHUSDT,RangeBreakoutLong,LONG,2026-04-26T05:00:00.000Z,FLAT,TEST,1.87,TP1
ETHUSDT,RsiReversionShort,SHORT,2026-04-26T22:00:00.000Z,FLAT,TEST,-1.13,STOP
ETHUSDT,RangeBreakoutLong,LONG,2026-04-27T00:00:00.000Z,FLAT,TEST,-1.93,STOP
ETHUSDT,RangeBreakoutShort,SHORT,2026-04-27T15:00:00.000Z,FLAT,TEST,-2.51,STOP
ETHUSDT,RangeBreakoutLong,LONG,2026-04-29T04:00:00.000Z,FLAT,TEST,-2.21,STOP
ETHUSDT,RsiReversionLong,LONG,2026-04-29T20:00:00.000Z,FLAT,TEST,1.66,TP1
ETHUSDT,RangeBreakoutLong,LONG,2026-05-01T03:00:00.000Z,FLAT,TEST,2.64,TP1
ETHUSDT,RangeBreakoutLong,LONG,2026-05-04T02:00:00.000Z,FLAT,TEST,-2.82,STOP
ETHUSDT,RangeBreakoutLong,LONG,2026-05-09T17:00:00.000Z,FLAT,TEST,-1.48,STOP
ETHUSDT,RangeBreakoutShort,SHORT,2026-05-12T08:00:00.000Z,FLAT,TEST,-1.50,STOP
ETHUSDT,RangeBreakoutShort,SHORT,2026-05-27T21:00:00.000Z,FLAT,TEST,5.02,TP1
ETHUSDT,RangeBreakoutShort,SHORT,2026-06-14T12:00:00.000Z,FLAT,TEST,-1.00,STOP
ETHUSDT,RsiReversionShort,SHORT,2026-06-15T00:00:00.000Z,FLAT,TEST,-1.07,STOP
ETHUSDT,RangeBreakoutLong,LONG,2026-06-15T10:00:00.000Z,FLAT,TEST,4.39,TP2
ETHUSDT,RangeBreakoutLong,LONG,2026-06-22T01:00:00.000Z,FLAT,TEST,-2.49,STOP
ETHUSDT,RangeBreakoutShort,SHORT,2026-06-23T06:00:00.000Z,FLAT,TEST,4.93,TP1
SOLUSDT,RsiReversionLong,LONG,2025-07-01T20:00:00.000Z,FLAT,TRAIN,2.38,TP1
SOLUSDT,RangeBreakoutLong,LONG,2025-07-02T14:00:00.000Z,FLAT,TRAIN,-2.23,STOP
SOLUSDT,RsiReversionLong,LONG,2025-07-04T17:00:00.000Z,FLAT,TRAIN,2.17,TP1
SOLUSDT,RangeBreakoutLong,LONG,2025-07-06T13:00:00.000Z,FLAT,TRAIN,5.68,TP1
SOLUSDT,RsiReversionShort,SHORT,2025-07-10T23:00:00.000Z,FLAT,TRAIN,-1.03,STOP
SOLUSDT,RsiReversionShort,SHORT,2025-07-14T05:00:00.000Z,FLAT,TRAIN,2.44,TP1
SOLUSDT,RangeBreakoutShort,SHORT,2025-07-15T14:00:00.000Z,FLAT,TRAIN,-2.79,STOP
SOLUSDT,RangeBreakoutLong,LONG,2025-07-15T23:00:00.000Z,FLAT,TRAIN,4.92,TP1
SOLUSDT,RsiReversionShort,SHORT,2025-07-16T18:00:00.000Z,FLAT,TRAIN,-1.13,STOP
SOLUSDT,RsiReversionShort,SHORT,2025-07-16T21:00:00.000Z,FLAT,TRAIN,2.02,TP1
SOLUSDT,RsiReversionShort,SHORT,2025-07-17T10:00:00.000Z,FLAT,TRAIN,2.32,TP1
SOLUSDT,RsiReversionShort,SHORT,2025-07-18T02:00:00.000Z,FLAT,TRAIN,-1.19,STOP
SOLUSDT,RsiReversionShort,SHORT,2025-07-18T06:00:00.000Z,FLAT,TRAIN,1.57,TP1
SOLUSDT,RangeBreakoutLong,LONG,2025-07-20T08:00:00.000Z,FLAT,TRAIN,3.98,TP1
SOLUSDT,RsiReversionShort,SHORT,2025-07-21T10:00:00.000Z,FLAT,TRAIN,-0.80,STOP
SOLUSDT,RangeBreakoutLong,LONG,2025-07-21T14:00:00.000Z,FLAT,TRAIN,-2.76,STOP
SOLUSDT,RsiReversionLong,LONG,2025-07-23T14:00:00.000Z,FLAT,TRAIN,-2.30,STOP
SOLUSDT,RsiReversionLong,LONG,2025-07-24T07:00:00.000Z,FLAT,TRAIN,-2.86,STOP
SOLUSDT,RangeBreakoutLong,LONG,2025-07-26T08:00:00.000Z,FLAT,TRAIN,-1.47,STOP
SOLUSDT,RangeBreakoutLong,LONG,2025-07-28T02:00:00.000Z,FLAT,TRAIN,-2.74,STOP
SOLUSDT,RsiReversionLong,LONG,2025-07-29T02:00:00.000Z,FLAT,TRAIN,2.01,TP1
SOLUSDT,RangeBreakoutShort,SHORT,2025-07-29T14:00:00.000Z,FLAT,TRAIN,5.05,TP1
SOLUSDT,RsiReversionLong,LONG,2025-08-01T02:00:00.000Z,FLAT,TRAIN,-2.25,STOP
SOLUSDT,RsiReversionLong,LONG,2025-08-01T10:00:00.000Z,FLAT,TRAIN,-1.24,STOP
SOLUSDT,RangeBreakoutShort,SHORT,2025-08-01T13:00:00.000Z,FLAT,TRAIN,-2.89,STOP
SOLUSDT,RangeBreakoutLong,LONG,2025-08-17T15:00:00.000Z,FLAT,TRAIN,-2.08,STOP
SOLUSDT,RsiReversionLong,LONG,2025-08-18T04:00:00.000Z,FLAT,TRAIN,-1.09,STOP
SOLUSDT,RsiReversionLong,LONG,2025-08-18T08:00:00.000Z,FLAT,TRAIN,1.03,TP1
SOLUSDT,RangeBreakoutShort,SHORT,2025-08-21T16:00:00.000Z,FLAT,TRAIN,-3.07,STOP
SOLUSDT,RsiReversionShort,SHORT,2025-08-22T18:00:00.000Z,FLAT,TRAIN,-1.02,STOP
SOLUSDT,RsiReversionShort,SHORT,2025-08-22T22:00:00.000Z,FLAT,TRAIN,-1.79,STOP
SOLUSDT,RsiReversionShort,SHORT,2025-08-23T06:00:00.000Z,FLAT,TRAIN,2.24,TP1
SOLUSDT,RangeBreakoutShort,SHORT,2025-08-31T23:00:00.000Z,FLAT,TRAIN,-2.76,STOP
SOLUSDT,RangeBreakoutLong,LONG,2025-09-02T23:00:00.000Z,FLAT,TRAIN,-3.05,STOP
SOLUSDT,RangeBreakoutShort,SHORT,2025-09-04T18:00:00.000Z,FLAT,TRAIN,-2.74,STOP
SOLUSDT,RangeBreakoutLong,LONG,2025-09-05T12:00:00.000Z,FLAT,TRAIN,-2.28,STOP
SOLUSDT,RangeBreakoutShort,SHORT,2025-09-06T17:00:00.000Z,FLAT,TRAIN,-1.57,STOP
SOLUSDT,RangeBreakoutLong,LONG,2025-09-07T15:00:00.000Z,FLAT,TRAIN,-1.37,STOP
SOLUSDT,RangeBreakoutLong,LONG,2025-09-07T22:00:00.000Z,FLAT,TRAIN,5.12,TP1
SOLUSDT,RangeBreakoutLong,LONG,2025-09-21T03:00:00.000Z,FLAT,TRAIN,-1.39,STOP
SOLUSDT,RangeBreakoutShort,SHORT,2025-09-22T00:00:00.000Z,FLAT,TRAIN,4.83,TP1
SOLUSDT,RsiReversionLong,LONG,2025-09-22T10:00:00.000Z,FLAT,TRAIN,-1.68,STOP
SOLUSDT,RsiReversionLong,LONG,2025-10-15T22:00:00.000Z,FLAT,TRAIN,-1.03,STOP
SOLUSDT,RsiReversionShort,SHORT,2025-10-21T16:00:00.000Z,FLAT,TRAIN,5.22,TP1
SOLUSDT,RsiReversionLong,LONG,2025-10-22T22:00:00.000Z,FLAT,TRAIN,2.27,TP1
SOLUSDT,RangeBreakoutLong,LONG,2025-10-23T13:00:00.000Z,FLAT,TRAIN,3.80,TP1
SOLUSDT,RangeBreakoutLong,LONG,2025-10-26T13:00:00.000Z,FLAT,TRAIN,-2.75,STOP
SOLUSDT,RsiReversionLong,LONG,2025-10-30T20:00:00.000Z,FLAT,TRAIN,-2.20,STOP
SOLUSDT,RangeBreakoutShort,SHORT,2025-11-11T17:00:00.000Z,FLAT,TRAIN,5.74,TP1
SOLUSDT,RsiReversionShort,SHORT,2025-11-26T19:00:00.000Z,FLAT,TRAIN,1.38,TP1
SOLUSDT,RangeBreakoutShort,SHORT,2025-11-28T01:00:00.000Z,FLAT,TRAIN,-2.85,STOP
SOLUSDT,RangeBreakoutShort,SHORT,2025-11-29T18:00:00.000Z,FLAT,TRAIN,-1.95,STOP
SOLUSDT,RangeBreakoutLong,LONG,2025-11-30T13:00:00.000Z,FLAT,TRAIN,-2.36,STOP
SOLUSDT,RsiReversionLong,LONG,2025-12-01T01:00:00.000Z,FLAT,TRAIN,-0.78,STOP
SOLUSDT,RsiReversionLong,LONG,2025-12-01T06:00:00.000Z,FLAT,TRAIN,-1.08,STOP
SOLUSDT,RangeBreakoutShort,SHORT,2025-12-09T05:00:00.000Z,FLAT,TRAIN,-1.93,STOP
SOLUSDT,RsiReversionShort,SHORT,2025-12-09T17:00:00.000Z,FLAT,TRAIN,2.71,TP1
SOLUSDT,RangeBreakoutLong,LONG,2025-12-12T05:00:00.000Z,FLAT,TRAIN,-2.64,STOP
SOLUSDT,RsiReversionLong,LONG,2025-12-14T18:00:00.000Z,FLAT,TRAIN,-1.28,STOP
SOLUSDT,RsiReversionLong,LONG,2025-12-15T19:00:00.000Z,FLAT,TRAIN,2.42,TP1
SOLUSDT,RsiReversionLong,LONG,2025-12-18T21:00:00.000Z,FLAT,TRAIN,5.23,TP1
SOLUSDT,RangeBreakoutShort,SHORT,2025-12-21T01:00:00.000Z,FLAT,TRAIN,-1.40,STOP
SOLUSDT,RangeBreakoutShort,SHORT,2025-12-23T13:00:00.000Z,FLAT,TRAIN,-1.73,STOP
SOLUSDT,RangeBreakoutShort,SHORT,2025-12-24T04:00:00.000Z,FLAT,TRAIN,-2.32,STOP
SOLUSDT,RangeBreakoutLong,LONG,2025-12-26T13:00:00.000Z,FLAT,TRAIN,-2.21,STOP
SOLUSDT,RangeBreakoutLong,LONG,2025-12-27T21:00:00.000Z,FLAT,TRAIN,2.82,TP1
SOLUSDT,RsiReversionShort,SHORT,2025-12-29T03:00:00.000Z,FLAT,TRAIN,1.74,TP1
SOLUSDT,RangeBreakoutLong,LONG,2025-12-30T16:00:00.000Z,FLAT,TRAIN,-1.86,STOP
SOLUSDT,RangeBreakoutLong,LONG,2026-01-11T14:00:00.000Z,FLAT,TEST,4.00,TP1
SOLUSDT,RangeBreakoutShort,SHORT,2026-01-18T01:00:00.000Z,FLAT,TEST,2.53,TP1
SOLUSDT,RsiReversionLong,LONG,2026-01-19T01:00:00.000Z,FLAT,TEST,-2.98,STOP
SOLUSDT,RangeBreakoutLong,LONG,2026-02-21T13:00:00.000Z,FLAT,TEST,-2.08,STOP
SOLUSDT,RangeBreakoutShort,SHORT,2026-02-22T13:00:00.000Z,FLAT,TEST,5.23,TP2
SOLUSDT,RsiReversionLong,LONG,2026-02-23T05:00:00.000Z,FLAT,TEST,2.04,TP1
SOLUSDT,RsiReversionShort,SHORT,2026-03-04T10:00:00.000Z,FLAT,TEST,-1.77,STOP
SOLUSDT,RsiReversionShort,SHORT,2026-03-04T16:00:00.000Z,FLAT,TEST,-2.01,STOP
SOLUSDT,RsiReversionShort,SHORT,2026-03-04T20:00:00.000Z,FLAT,TEST,2.72,TP1
